"","order","judge_num","dataset","case_outcome","judge_vote","lower_dir","name","judge_full","circuit","confirm_yr","appt_pres","gender_judge","party_judge","jcs","year_birth","race_judge","jud_experience","minority_judge","dec_year","num_fem","mow_sex","abs_jcs"
"128",4627,1,"title7","Conservative","Conservative","Conservative","Enowmbitang v. Seagate Tech","Beam, Clarence A.","8",1987,"Reagan","Male","Republican",0.316000014543533,1930,"White","Experienced","White",1998,0,0,0.169000014662743
"129",4627,2,"title7","Conservative","Conservative","Conservative","Enowmbitang v. Seagate Tech","Ross, Donald Roe","8",1970,"Nixon","Male","Republican",0.46900001168251,1922,"White","No experience","White",1998,0,0,0.322000026702881
"130",4428,1,"title7","Liberal","Liberal","Conservative","Austin v. Ford Models Inc","Oakes, James Lowell","2",1971,"Nixon","Male","Republican",0.0480000004172325,1924,"White","Experienced","White",1998,0,0,0.388999998569489
"131",4428,3,"title7","Liberal","Liberal","Conservative","Austin v. Ford Models Inc","Brieant, Charles L. Jr.","2",1971,"Nixon","Male","Republican",-0.245000004768372,1923,"White","No experience","White",1998,0,0,0.0959999859333038
"132",4566,3,"title7","Conservative","Conservative","Conservative","Eiland v. Trinity Hospital","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",1998,0,0,0.126000002026558
"133",4566,1,"title7","Conservative","Conservative","Conservative","Eiland v. Trinity Hospital","Flaum, Joel Martin","7",1983,"Reagan","Male","Republican",0.00600000005215406,1936,"White","Experienced","White",1998,0,0,0.243000000715256
"134",4626,1,"title7","Liberal","Liberal","Liberal","Smith v. Riceland Foods","Wollman, Roger Leland","8",1985,"Reagan","Male","Republican",0.237000003457069,1934,"White","Experienced","White",1998,1,0,0.0900000035762787
"135",4626,2,"title7","Liberal","Liberal","Liberal","Smith v. Riceland Foods","Murphy, Diana E.","8",1994,"Clinton","Female","Democrat",-0.625999987125397,1934,"White","Experienced","White",1998,1,0,0.773000001907349
"136",4650,3,"title7","Conservative","Conservative","Conservative","Blue v. Widnall","Rymer, Pamela Ann","9",1989,"Bush I","Female","Republican",0.310999989509583,1941,"White","Experienced","White",1998,1,0,0.484999984502792
"137",4650,1,"title7","Conservative","Conservative","Conservative","Blue v. Widnall","Browning, James Robert","9",1961,"Kennedy","Male","Democrat",-0.425999999046326,1918,"White","No experience","White",1998,1,0,0.252000004053116
"138",4667,3,"title7","Liberal","Liberal","Conservative","Wright-Simmons v. City of Oklahoma City","Greene, John Thomas Jr.","10",1985,"Reagan","Male","Republican",0.442499995231628,1929,"White","No experience","White",1998,1,1,0.195249989628792
"139",4667,2,"title7","Liberal","Liberal","Conservative","Wright-Simmons v. City of Oklahoma City","Baldock, Bobby Ray","10",1985,"Reagan","Male","Republican",0.24600000679493,1936,"White","Experienced","White",1998,1,1,0.0012499988079071
"140",4712,3,"title7","Conservative","Conservative","Conservative","Smith-Haynie v. D.C.","Tatel, David S.","DC",1994,"Clinton","Male","Democrat",-0.40149998664856,1942,"White","No experience","White",1998,1,1,0.929499983787537
"141",4712,2,"title7","Conservative","Conservative","Conservative","Smith-Haynie v. D.C.","Sentelle, David Bryan","DC",1987,"Reagan","Male","Republican",0.566999971866608,1943,"White","Experienced","White",1998,1,1,0.0389999747276306
"142",4686,2,"title7","Liberal","Liberal","Conservative","Walker v. Mortham","Dubina, Joel Fredrick","11",1990,"Bush I","Male","Republican",0.524999976158142,1947,"White","Experienced","White",1998,0,0,0.157499969005585
"143",4686,3,"title7","Liberal","Liberal","Conservative","Walker v. Mortham","Carnes, Edward Earl","11",1992,"Bush I","Male","Republican",0.524999976158142,1950,"White","No experience","White",1998,0,0,0.157499969005585
"144",4483,3,"title7","Conservative","Conservative","Conservative","Boyd v. State Farm Ins","Benavides, Fortunato Pedro","5",1994,"Clinton","Male","Democrat",-0.441000014543533,1947,"Hispanic","Experienced","Minority",1998,0,0,0.772500038146973
"145",4483,2,"title7","Conservative","Conservative","Conservative","Boyd v. State Farm Ins","Barksdale, Rhesa H.","5",1990,"Bush I","Male","Republican",0.32600000500679,1944,"White","No experience","White",1998,0,0,0.00549998879432678
"146",4458,2,"title7","Liberal","Liberal","Liberal","Lowery v. Circuit City","Wilkins, William Walter","4",1986,"Reagan","Male","Republican",0.409999996423721,1942,"White","Experienced","White",1998,0,0,0.153499990701675
"147",4458,1,"title7","Liberal","Liberal","Liberal","Lowery v. Circuit City","Murnaghan, Francis Dominic Jr.","4",1979,"Carter","Male","Democrat",-0.437000006437302,1920,"White","No experience","White",1998,0,0,0.69350004196167
"148",4457,3,"title7","Conservative","Conservative","Liberal","Gibson v. Old Town Trolley","Bullock, Frank William Jr.","4",1982,"Reagan","Male","Republican",0.637499988079071,1938,"White","No experience","White",1998,1,0,0.380999982357025
"149",4457,2,"title7","Conservative","Conservative","Liberal","Gibson v. Old Town Trolley","Motz, Diana Jane Gribbon","4",1994,"Clinton","Female","Democrat",-0.40149998664856,1943,"White","No experience","White",1998,1,0,0.657999992370605
"150",4625,3,"title7","Conservative","Conservative","Conservative","Artis v. Francis Howell North Band Booster","Doty, David Singleton","8",1987,"Reagan","Male","Republican",0.132499992847443,1929,"White","No experience","White",1998,1,0,0.0145000070333481
"151",4625,2,"title7","Conservative","Conservative","Conservative","Artis v. Francis Howell North Band Booster","Murphy, Diana E.","8",1994,"Clinton","Female","Democrat",-0.625999987125397,1934,"White","Experienced","White",1998,1,0,0.773000001907349
"152",4427,3,"title7","Conservative","Conservative","Conservative","Brown v. Coach Stores","Carman, Gregory W.","2",1983,"Reagan","Male","Republican",0.523000001907349,1937,"White","No experience","White",1998,0,0,0.863999962806702
"153",4427,1,"title7","Conservative","Conservative","Conservative","Brown v. Coach Stores","Newman, Jon Ormond","2",1979,"Carter","Male","Democrat",-0.34400001168251,1932,"White","Experienced","White",1998,0,0,0.00300002098083496
"154",4666,3,"title7","Conservative","Conservative","Conservative","Anaeme v. Diagnostek Inc","Brorby, Wade","10",1988,"Reagan","Male","Republican",0.435000002384186,1934,"White","No experience","White",1999,0,0,0.187749996781349
"155",4666,1,"title7","Conservative","Conservative","Conservative","Anaeme v. Diagnostek Inc","Porfilio, John Carbone","10",1985,"Reagan","Male","Republican",0.514999985694885,1934,"White","Experienced","White",1999,0,0,0.267749965190887
"156",4564,2,"title7","Conservative","Conservative","Conservative","Abioye v. Sundstrand Corp","Kanne, Michael Stephen","7",1987,"Reagan","Male","Republican",0.375,1938,"White","Experienced","White",1998,1,0,0.126000002026558
"157",4564,3,"title7","Conservative","Conservative","Conservative","Abioye v. Sundstrand Corp","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1998,1,0,0.649999976158142
"158",4565,2,"title7","Conservative","Conservative","Conservative","Bragg v. Navistar Int'l","Cudahy, Richard Dickson","7",1979,"Carter","Male","Democrat",-0.381999999284744,1926,"White","No experience","White",1998,0,0,0.630999982357025
"159",4565,1,"title7","Conservative","Conservative","Conservative","Bragg v. Navistar Int'l","Cummings, Walter Joseph","7",1966,"Johnson","Male","Democrat",-0.623000025749207,1916,"White","No experience","White",1998,0,0,0.87200003862381
"160",4711,3,"title7","Liberal","Liberal","Conservative","Butler v. West","Tatel, David S.","DC",1994,"Clinton","Male","Democrat",-0.40149998664856,1942,"White","No experience","White",1999,1,1,0.929499983787537
"161",4711,2,"title7","Liberal","Liberal","Conservative","Butler v. West","Randolph, Arthur Raymond","DC",1990,"Bush I","Male","Republican",0.524999976158142,1943,"White","No experience","White",1999,1,1,0.00300002098083496
"162",4665,3,"title7","Conservative","Conservative","Conservative","Simms v. Oklahoma Dept of Mental Health","Murphy, Michael R.","10",1995,"Clinton","Male","Democrat",-0.441000014543533,1947,"White","No experience","White",1999,2,1,0.688250005245209
"163",4665,2,"title7","Conservative","Conservative","Conservative","Simms v. Oklahoma Dept of Mental Health","Briscoe, Mary Beck","10",1995,"Clinton","Female","Democrat",-0.441000014543533,1947,"White","Experienced","White",1999,2,1,0.688250005245209
"164",4514,3,"title7","Liberal","Conservative","Conservative","Allen v. Michigan Dept of Corrections","Batchelder, Alice M.","6",1991,"Bush I","Female","Republican",0.524999976158142,1944,"White","Experienced","White",1999,1,0,0.752499938011169
"165",4514,1,"title7","Liberal","Liberal","Conservative","Allen v. Michigan Dept of Corrections","Keith, Damon Jerome","6",1977,"Carter","Male","Democrat",-0.40599998831749,1922,"Black","No experience","Minority",1999,1,0,0.17849999666214
"166",4563,3,"title7","Conservative","Conservative","Conservative","Hardin v. S.C. Johnson & Son","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1999,1,0,0.532500028610229
"167",4563,2,"title7","Conservative","Conservative","Conservative","Hardin v. S.C. Johnson & Son","Easterbrook, Frank Hoover","7",1985,"Reagan","Male","Republican",0.566999971866608,1948,"White","No experience","White",1999,1,0,0.435499966144562
"168",4562,2,"title7","Conservative","Conservative","Conservative","Foster v. Arthur Anderson","Wood, Harlington Jr.","7",1976,"Ford","Male","Republican",0.00600000005215406,1920,"White","Experienced","White",1999,0,0,0.12550000846386
"169",4562,1,"title7","Conservative","Conservative","Conservative","Foster v. Arthur Anderson","Posner, Richard Allen","7",1981,"Reagan","Male","Republican",0.00600000005215406,1939,"White","No experience","White",1999,0,0,0.12550000846386
"170",4426,1,"title7","Liberal","Liberal","Conservative","Vital v. Interfaith Medical Ctr","Kearse, Amalya Lyle","2",1979,"Carter","Female","Democrat",-0.340999990701675,1937,"Black","No experience","Minority",1999,1,0,0
"171",4426,3,"title7","Liberal","Liberal","Conservative","Vital v. Interfaith Medical Ctr","Sack, Robert David","2",1997,"Clinton","Male","Democrat",-0.340999990701675,1939,"White","No experience","White",1999,1,0,0
"172",4561,3,"title7","Liberal","Liberal","Conservative","Johnson v. Zema Sys","Wood, Diane Pamela","7",1995,"Clinton","Female","Democrat",-0.400999993085861,1950,"White","No experience","White",1999,2,0,0.532500028610229
"173",4561,2,"title7","Liberal","Liberal","Conservative","Johnson v. Zema Sys","Rovner, Ilana Kara Diamond","7",1992,"Bush I","Female","Republican",0.524999976158142,1938,"White","Experienced","White",1999,2,0,0.393499970436096
"174",4513,2,"title7","Liberal","Liberal","Liberal","Moore v. Kuka Welding","Siler, Eugene Edward Jr.","6",1991,"Bush I","Male","Republican",0.361000001430511,1936,"White","Experienced","White",1999,0,0,0.588500022888184
"175",4513,3,"title7","Liberal","Liberal","Liberal","Moore v. Kuka Welding","Gilman, Ronald Lee","6",1997,"Clinton","Male","Democrat",-0.441000014543533,1942,"White","No experience","White",1999,0,0,0.213500022888184
"176",4402,2,"title7","Conservative","Conservative","Conservative","Conward v. Cambridge Sch. Comm","Stahl, Norman H.","1",1992,"Bush I","Male","Republican",0.439500004053116,1931,"White","Experienced","White",1999,0,0,0.210749998688698
"177",4402,3,"title7","Conservative","Conservative","Conservative","Conward v. Cambridge Sch. Comm","Shadur, Milton Irving","1",1980,"Carter","Male","Democrat",-0.351000010967255,1924,"White","No experience","White",1999,0,0,0.579750001430511
"178",4623,2,"title7","Conservative","Conservative","Conservative","Gipson v. KAS Snacktime","Gibson, John R.","8",1982,"Reagan","Male","Republican",0.14300000667572,1925,"White","Experienced","White",1999,0,0,0.0477499961853027
"179",4623,3,"title7","Conservative","Conservative","Conservative","Gipson v. KAS Snacktime","Kelly, John David","8",1998,"Clinton","Male","Democrat",-0.245000004768372,1934,"White","No experience","White",1999,0,0,0.435750007629395
"180",4424,2,"title7","Conservative","Conservative","Conservative","Joseph v. New York City Bd. Of Ed.","Pollack, Milton","2",1967,"Johnson","Male","Democrat",-0.377000004053116,1906,"White","No experience","White",1999,1,1,0.0360000133514404
"181",4424,3,"title7","Conservative","Conservative","Conservative","Joseph v. New York City Bd. Of Ed.","Casey, Richard Conway","2",1997,"Clinton","Male","Democrat",-0.340999990701675,1933,"White","No experience","White",1999,1,1,0
"182",4620,1,"title7","Liberal","Liberal","Conservative","Carter v. Chrysler","Bowman, Pasco Middleton II","8",1983,"Reagan","Male","Republican",0.14300000667572,1933,"White","No experience","White",1999,1,1,0.0477499961853027
"183",4620,3,"title7","Liberal","Liberal","Conservative","Carter v. Chrysler","Vietor, Harold Duane","8",1979,"Carter","Male","Democrat",-0.545000016689301,1931,"White","No experience","White",1999,1,1,0.735750019550323
"184",4710,1,"title7","Liberal","Liberal","Conservative","Harrison v. Rubin","Edwards, Harry Thomas","DC",1980,"Carter","Male","Democrat",-0.540000021457672,1940,"Black","No experience","Minority",1999,0,0,1.06800007820129
"185",4710,2,"title7","Liberal","Liberal","Conservative","Harrison v. Rubin","Ginsburg, Douglas Howard","DC",1986,"Reagan","Male","Republican",0.566999971866608,1946,"White","No experience","White",1999,0,0,0.0389999747276306
"186",4621,3,"title7","Conservative","Conservative","Conservative","Simmons v. Oce-USA","Arnold, Morris Sheppard","8",1992,"Bush I","Male","Republican",0.291000008583069,1941,"White","Experienced","White",1999,0,0,0.100250005722046
"187",4621,2,"title7","Conservative","Conservative","Conservative","Simmons v. Oce-USA","Loken, James B.","8",1990,"Bush I","Male","Republican",0.124499998986721,1940,"White","No experience","White",1999,0,0,0.0662500038743019
"188",4560,1,"title7","Conservative","Conservative","Conservative","Jackson v. E.J. Brach Corp","Posner, Richard Allen","7",1981,"Reagan","Male","Republican",0.00600000005215406,1939,"White","No experience","White",1999,0,0,0.12550000846386
"189",4560,2,"title7","Conservative","Conservative","Conservative","Jackson v. E.J. Brach Corp","Coffey, John Louis","7",1982,"Reagan","Male","Republican",0.25,1922,"White","Experienced","White",1999,0,0,0.118499994277954
"190",4512,2,"title7","Liberal","Conservative","Liberal","Alexander v. Local 496","Batchelder, Alice M.","6",1991,"Bush I","Female","Republican",0.524999976158142,1944,"White","Experienced","White",1999,1,0,0.752499938011169
"191",4512,1,"title7","Liberal","Liberal","Liberal","Alexander v. Local 496","Keith, Damon Jerome","6",1977,"Carter","Male","Democrat",-0.40599998831749,1922,"Black","No experience","Minority",1999,1,0,0.17849999666214
"192",4456,1,"title7","Conservative","Conservative","Conservative","Boone v. Goldin","Hamilton, Clyde H.","4",1991,"Bush I","Male","Republican",0.409999996423721,1934,"White","Experienced","White",1999,1,1,0.160999998450279
